asset_type,reason_code,original_audio_language,source_language,target_language,tat_coef_count,tat_coef_mean,tat_coef_std,tat_coef_min,tat_coef_median,tat_coef_max
SUBTITLE,STANDARD,ja,en,ru,72,1.324614197530864,0.7237919779361446,0.3333333333333333,1.0,4.0
SUBTITLE,STANDARD,ja,en,sv,85,1.9784313725490195,2.3326002583258054,0.25,1.0,12.0
SUBTITLE,STANDARD,ja,en,th,35,2.0884126984126987,1.1645657799165625,0.3333333333333333,2.0,5.0
SUBTITLE,STANDARD,ja,en,uk,103,1.6374865156418552,1.7650901624444286,0.0,1.0,11.0
SUBTITLE,STANDARD,ja,en,zh-Hans,120,1.5768981481481483,1.2595167337722901,0.3333333333333333,1.2916666666666665,9.0
SUBTITLE,STANDARD,ja,en,zh-Hant,68,1.8258169934640522,1.5734854972942112,0.5,1.5,9.666666666666666
SUBTITLE,STANDARD,ja,ja,cs,2,1.75,0.3535533905932738,1.5,1.75,2.0
SUBTITLE,STANDARD,ja,ja,hu,2,2.75,0.3535533905932738,2.5,2.75,3.0
SUBTITLE,STANDARD,ja,ja,sv,2,2.25,1.0606601717798212,1.5,2.25,3.0
SUBTITLE,STANDARD,ko,en,cs,41,0.8540650406504064,0.5019791453144475,0.25,0.75,2.3333333333333335
SUBTITLE,STANDARD,ko,en,de,83,1.208433734939759,0.9642223564454483,0.2,1.0,6.666666666666667
SUBTITLE,STANDARD,ko,en,en,44,1.0106060606060607,0.5549965769046251,0.0,1.0,2.6666666666666665
SUBTITLE,STANDARD,ko,en,es,12,1.611111111111111,0.7795794428691073,0.5,1.5833333333333335,3.6666666666666665
SUBTITLE,STANDARD,ko,en,fi,32,0.8861979166666667,0.47558024065364535,0.2,0.75,2.0
SUBTITLE,STANDARD,ko,en,fil,116,1.9150485769020253,2.05808461208629,0.0,1.0555555555555556,9.8
SUBTITLE,STANDARD,ko,en,hr,51,1.448202614379085,1.2894586651915108,0.25,1.0,6.25
SUBTITLE,STANDARD,ko,en,hu,46,2.4715579710144926,1.8703440761612151,0.5,1.5,8.0
SUBTITLE,STANDARD,ko,en,it,29,1.1206896551724137,1.0928942132509516,0.4,0.8,6.2
SUBTITLE,STANDARD,ko,en,ms,11,2.6393939393939396,3.4319679544547097,0.8,1.6,12.833333333333334
SUBTITLE,STANDARD,ko,en,nb,67,1.3756218905472637,0.7787061289976209,0.2,1.25,4.2
SUBTITLE,STANDARD,ko,en,nl,45,1.6646296296296297,1.895987885438194,0.2,1.0,7.75
SUBTITLE,STANDARD,ko,en,pl,48,0.9699652777777779,0.5625180311881046,0.0,0.75,2.3333333333333335
SUBTITLE,STANDARD,ko,en,pt-BR,47,0.9980496453900709,0.47733412263477876,0.25,1.0,2.6
SUBTITLE,STANDARD,ko,en,ro,25,0.7973333333333333,0.5309719860783618,0.2,0.6666666666666666,2.3333333333333335
SUBTITLE,STANDARD,ko,en,ru,27,1.240432098765432,0.5730163838800759,0.5,1.0,3.2
SUBTITLE,STANDARD,ko,en,sv,53,1.9725890985324948,1.7240738286843937,0.25,1.3333333333333333,8.0
SUBTITLE,STANDARD,ko,en,uk,46,1.2346014492753623,0.6515744639501513,0.4,1.0,3.3333333333333335
SUBTITLE,STANDARD,ko,en,zh-Hans,13,1.1756410256410257,0.8199371979286029,0.5,1.0,3.6
SUBTITLE,STANDARD,ko,ko,ms,3,3.460185185185185,4.139481998268837,0.5555555555555556,1.625,8.2
SUBTITLE,STANDARD,ko,ko,zh-Hans,111,0.854029029029029,0.7210903853322176,0.2,0.6666666666666666,4.7
SUBTITLE,STANDARD,ko,ko,zh-Hant,36,1.6233134920634922,0.9462078583612005,0.6,1.3333333333333333,4.75
SUBTITLE,STANDARD,nl,en,de,1,2.0,,2.0,2.0,2.0
SUBTITLE,STANDARD,nl,en,en,1,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666
SUBTITLE,STANDARD,pcm,en,cs,3,1.527777777777778,0.7087417123429486,1.0,1.25,2.3333333333333335
SUBTITLE,STANDARD,pcm,en,ko,2,1.7083333333333335,0.05892556509887899,1.6666666666666667,1.7083333333333335,1.75
SUBTITLE,STANDARD,pcm,en,uk,4,1.9166666666666667,0.4194352464039307,1.3333333333333333,2.0,2.3333333333333335
SUBTITLE,STANDARD,pl,en,cs,31,1.788594470046083,1.8771365195576044,0.2857142857142857,1.0,11.0
SUBTITLE,STANDARD,pl,en,de,37,1.358912483912484,0.8764350262238078,0.0,1.0,4.0
SUBTITLE,STANDARD,pl,en,en,15,0.9325396825396824,0.7868558325925775,0.25,0.6666666666666666,3.3333333333333335
SUBTITLE,STANDARD,pl,en,es,6,0.9821428571428571,0.30514299090419755,0.5,1.0089285714285714,1.375
SUBTITLE,STANDARD,pl,en,fi,30,1.2517857142857143,0.7112984021912937,0.5,1.0,4.0
SUBTITLE,STANDARD,pl,en,fil,17,0.4975490196078431,0.28123865263964354,0.0,0.5,1.125
SUBTITLE,STANDARD,pl,en,hr,40,2.177083333333333,1.5592393590376115,0.0,2.0,9.0
SUBTITLE,STANDARD,pl,en,hu,5,1.1085714285714285,0.7554293278578447,0.5,0.8571428571428571,2.4285714285714284
SUBTITLE,STANDARD,pl,en,it,34,3.2400210084033616,2.510803770644855,0.5,2.0,10.0
SUBTITLE,STANDARD,pl,en,ko,38,2.2973057644110275,2.421103678051132,0.6666666666666666,2.0,13.0
SUBTITLE,STANDARD,pl,en,ms,30,2.3267857142857142,1.323284128575637,0.42857142857142855,2.0,6.0
SUBTITLE,STANDARD,pl,en,nb,34,5.245798319327731,4.874589024457751,0.625,3.5,23.0
SUBTITLE,STANDARD,pl,en,nl,9,1.7944444444444443,1.1259563836036357,0.75,1.25,4.0
SUBTITLE,STANDARD,pl,en,pt-BR,30,3.0851190476190475,4.327626756739611,0.0,2.0,24.0
SUBTITLE,STANDARD,pl,en,ro,38,1.4550438596491226,1.8185640540418513,0.0,1.0,11.0
SUBTITLE,STANDARD,pl,en,ru,4,0.9375,0.17096912638506037,0.75,0.9285714285714286,1.1428571428571428
SUBTITLE,STANDARD,pl,en,sv,15,1.0305555555555557,0.47513097836705875,0.25,1.0,2.0
SUBTITLE,STANDARD,pl,en,th,3,1.2976190476190477,0.5536674263920708,0.75,1.2857142857142858,1.8571428571428572
SUBTITLE,STANDARD,pl,en,uk,33,3.058917093008002,4.224445470540324,0.875,2.0,25.0
SUBTITLE,STANDARD,pl,en,zh-Hans,42,1.5324546485260773,0.9238337348625468,0.3333333333333333,1.0,4.0
SUBTITLE,STANDARD,pl,en,zh-Hant,37,3.7176640926640925,3.725197895013105,0.625,3.0,16.0
SUBTITLE,STANDARD,pt,en,cs,7,1.130952380952381,0.8048710830421605,0.25,1.0,2.5
SUBTITLE,STANDARD,pt-BR,en,cs,33,1.1939393939393939,0.8822991015213915,0.25,1.0,3.5
SUBTITLE,STANDARD,pt-BR,en,de,13,1.0713675213675213,0.6726194348095889,0.3333333333333333,0.7777777777777778,2.5
SUBTITLE,STANDARD,pt-BR,en,en,7,2.0,1.224744871391589,0.5,2.0,4.5
SUBTITLE,STANDARD,pt-BR,en,fi,18,1.0351851851851852,0.5500115533215811,0.25,1.0,2.6666666666666665
SUBTITLE,STANDARD,pt-BR,en,fil,7,3.3333333333333335,1.5869840952317447,1.3333333333333333,3.3333333333333335,5.0
SUBTITLE,STANDARD,pt-BR,en,hr,8,0.875,0.3646045912169894,0.3333333333333333,1.0,1.5
SUBTITLE,STANDARD,pt-BR,en,hu,6,1.1805555555555556,0.9315707563433249,0.5,0.8333333333333333,3.0
SUBTITLE,STANDARD,pt-BR,en,it,3,1.3583333333333334,0.4584848234492973,1.0,1.2,1.875
SUBTITLE,STANDARD,pt-BR,en,ko,31,2.6674347158218126,2.907343335592071,0.3333333333333333,1.5,11.0
SUBTITLE,STANDARD,pt-BR,en,ms,3,0.9666666666666667,0.4725815626252609,0.6,0.8,1.5
SUBTITLE,STANDARD,pt-BR,en,nb,1,1.0,,1.0,1.0,1.0
SUBTITLE,STANDARD,pt-BR,en,nl,3,1.1095238095238094,0.5280563771179796,0.5,1.4,1.4285714285714286
SUBTITLE,STANDARD,pt-BR,en,pl,23,1.3369565217391304,1.074990680271313,0.3333333333333333,1.0,5.0
SUBTITLE,STANDARD,pt-BR,en,ro,12,1.3569444444444443,0.8174998326794791,0.6666666666666666,1.0,3.0
SUBTITLE,STANDARD,pt-BR,en,ru,1,1.2,,1.2,1.2,1.2
SUBTITLE,STANDARD,pt-BR,en,sv,15,1.0305555555555554,0.5795940241274342,0.3333333333333333,0.875,2.5
SUBTITLE,STANDARD,pt-BR,en,th,1,3.2857142857142856,,3.2857142857142856,3.2857142857142856,3.2857142857142856
SUBTITLE,STANDARD,pt-BR,en,uk,16,1.55625,0.701397414689656,0.5,1.5,3.0
SUBTITLE,STANDARD,pt-BR,en,zh-Hans,50,0.8565873015873016,0.38184407639643736,0.0,0.75,1.75
SUBTITLE,STANDARD,pt-BR,en,zh-Hant,4,0.5416666666666666,0.15957118462605635,0.3333333333333333,0.5833333333333333,0.6666666666666666
SUBTITLE,STANDARD,sv,en,zh-Hans,1,0.7142857142857143,,0.7142857142857143,0.7142857142857143,0.7142857142857143
SUBTITLE,STANDARD,th,en,cs,8,0.6770833333333334,0.31946601031413613,0.25,0.7083333333333333,1.0
SUBTITLE,STANDARD,th,en,de,8,0.90625,0.29693373479135515,0.5,1.0,1.25
SUBTITLE,STANDARD,th,en,en,8,1.0416666666666667,0.6606874726434099,0.3333333333333333,0.875,2.0
SUBTITLE,STANDARD,th,en,fi,8,0.59375,0.6805656785771251,0.0,0.25,2.0
SUBTITLE,STANDARD,th,en,fil,2,1.6,0.0,1.6,1.6,1.6
SUBTITLE,STANDARD,th,en,hr,9,0.9197530864197532,1.34632304217154,0.25,0.5,4.444444444444445
SUBTITLE,STANDARD,th,en,hu,12,1.2430555555555556,1.4721567071376507,0.25,0.75,5.75
SUBTITLE,STANDARD,th,en,it,10,0.9166666666666666,0.7846914939903076,0.25,0.7083333333333333,3.0
SUBTITLE,STANDARD,th,en,ko,8,1.1354166666666667,0.4475185107459997,0.5,1.125,2.0
SUBTITLE,STANDARD,th,en,ms,8,0.9583333333333334,0.37267799624996495,0.5,1.0,1.5
SUBTITLE,STANDARD,th,en,nb,11,3.627272727272727,2.3034065681468,0.4,3.75,7.75
SUBTITLE,STANDARD,th,en,nl,12,1.4444444444444444,2.236726654722505,0.0,0.875,8.25
SUBTITLE,STANDARD,th,en,pl,10,1.285,1.1683440322857723,0.25,0.875,3.75
SUBTITLE,STANDARD,th,en,pt-BR,8,0.6979166666666666,0.5038295803461187,0.25,0.5416666666666666,1.5
SUBTITLE,STANDARD,th,en,ro,8,0.9583333333333333,0.4387029945878162,0.5,0.875,1.75
SUBTITLE,STANDARD,th,en,sv,8,0.75,0.4225771273642583,0.25,0.75,1.25
SUBTITLE,STANDARD,th,en,uk,8,1.15625,0.5499594140869462,0.5,1.25,2.0
SUBTITLE,STANDARD,th,en,zh-Hans,8,1.0729166666666667,0.3791110634269309,0.5,1.0,1.75
SUBTITLE,STANDARD,th,en,zh-Hant,10,1.05,0.2581988897471611,0.75,1.0,1.5
SUBTITLE,STANDARD,th,th,ko,1,1.6666666666666667,,1.6666666666666667,1.6666666666666667,1.6666666666666667
SUBTITLE,STANDARD,tr,en,cs,1,0.5,,0.5,0.5,0.5
SUBTITLE,STANDARD,tr,en,en,1,0.625,,0.625,0.625,0.625
SUBTITLE,STANDARD,tr,en,es,1,1.125,,1.125,1.125,1.125
SUBTITLE,STANDARD,tr,en,fi,2,0.8035714285714286,0.07576144084141581,0.75,0.8035714285714286,0.8571428571428571
SUBTITLE,STANDARD,tr,en,fil,2,0.9375,0.08838834764831845,0.875,0.9375,1.0
SUBTITLE,STANDARD,tr,en,hr,1,0.875,,0.875,0.875,0.875
SUBTITLE,STANDARD,tr,en,hu,1,1.125,,1.125,1.125,1.125
SUBTITLE,STANDARD,tr,en,it,1,2.125,,2.125,2.125,2.125
SUBTITLE,STANDARD,tr,en,ko,2,1.0873015873015874,0.2805979290422809,0.8888888888888888,1.0873015873015874,1.2857142857142858
SUBTITLE,STANDARD,tr,en,ms,4,0.84375,0.42542870534712784,0.25,0.9375,1.25
SUBTITLE,STANDARD,tr,en,nb,2,0.9375,0.08838834764831845,0.875,0.9375,1.0
SUBTITLE,STANDARD,tr,en,nl,1,0.75,,0.75,0.75,0.75
SUBTITLE,STANDARD,tr,en,pl,1,0.625,,0.625,0.625,0.625
SUBTITLE,STANDARD,tr,en,pt-BR,3,0.9166666666666666,0.07216878364870322,0.875,0.875,1.0
SUBTITLE,STANDARD,tr,en,ro,1,0.25,,0.25,0.25,0.25
SUBTITLE,STANDARD,tr,en,ru,1,0.875,,0.875,0.875,0.875
SUBTITLE,STANDARD,tr,en,uk,1,0.75,,0.75,0.75,0.75
SUBTITLE,STANDARD,tr,en,zh-Hans,1,0.875,,0.875,0.875,0.875
SUBTITLE,STANDARD,tr,en,zh-Hant,2,0.8035714285714286,0.07576144084141581,0.75,0.8035714285714286,0.8571428571428571
SUBTITLE,STANDARD,zh,en,fil,35,1.8035714285714286,0.9182012238038882,0.125,2.0,5.0
SUBTITLE,STANDARD,zh,en,ms,1,0.5555555555555556,,0.5555555555555556,0.5555555555555556,0.5555555555555556
