author_anonymous,package_id_new,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time_current,expected_daily_output,num_days_spent,expected_TAT,on_time_actual,tat_coef,tat_coef_comp,tat_coef_std,deliver_score
lGeUhZdP,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,nb,68.8,2022-07-15,2022-07-19,2022-07-19,1,15,3.0,5.0,1.0,0.6,1.3756218905472637,0.7787061289976209,3
OdlKnZTK,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,ru,68.8,2022-07-14,2022-07-19,2022-07-19,1,15,4.0,5.0,1.0,0.8,1.240432098765432,0.5730163838800759,3
YeWYSwML,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,it,68.8,2022-07-14,2022-07-19,2022-07-19,1,15,4.0,5.0,1.0,0.8,1.1206896551724137,1.0928942132509516,3
yROSSQIA,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,cs,68.8,2022-07-15,2022-07-19,2022-07-19,1,15,3.0,5.0,1.0,0.6,0.8540650406504064,0.5019791453144475,3
ocnkPCDY,2712375,SUBTITLE,VIDEO,STANDARD,en,en,ru,53.5,2022-07-08,2022-07-19,2022-07-20,1,15,8.0,4.0,0.0,2.0,1.9172222222222222,1.753609216400431,1
xcHpNLFq,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,de,68.8,2022-07-16,2022-07-19,2022-07-19,1,15,2.0,5.0,1.0,0.4,1.208433734939759,0.9642223564454483,3
plApkVwn,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,hr,68.8,2022-07-14,2022-07-19,2022-07-19,1,15,4.0,5.0,1.0,0.8,1.448202614379085,1.2894586651915108,3
aIGNspiD,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,fi,68.8,2022-07-19,2022-07-19,2022-07-19,1,15,1.0,5.0,1.0,0.2,0.8861979166666667,0.47558024065364535,3
ocnkPCDY,2142630,SUBTITLE,VIDEO,STANDARD,en,en,ru,43.0,2022-07-14,2022-07-19,2022-07-20,1,15,4.0,3.0,0.0,1.3333333333333333,1.9172222222222222,1.753609216400431,2
gyQboRUZ,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,uk,68.8,2022-07-15,2022-07-19,2022-07-19,1,15,3.0,5.0,1.0,0.6,1.2346014492753623,0.6515744639501513,3
FLhXgIpH,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,ro,68.8,2022-07-16,2022-07-19,2022-07-19,1,15,2.0,5.0,1.0,0.4,0.7973333333333333,0.5309719860783618,3
OCAAjkFD,2013162,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hant,33.4,2022-07-16,2022-07-19,2022-07-20,1,15,2.0,3.0,1.0,0.6666666666666666,3.7176640926640925,3.725197895013105,3
TmDKuLoa,2960073,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,34.9,2022-07-15,2022-07-19,2022-07-20,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
xcHpNLFq,2545496,SUBTITLE,VIDEO,STANDARD,en,en,de,40.4,2022-07-16,2022-07-19,2022-07-19,1,15,2.0,3.0,1.0,0.6666666666666666,2.7426737451737453,3.0846860659677833,3
ksFabyrA,2960073,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,34.9,2022-07-15,2022-07-19,2022-07-20,1,15,3.0,3.0,1.0,1.0,1.9906890130353816,1.4217774796421674,3
gLAqQjbB,2953568,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,43.9,2022-07-17,2022-07-19,2022-07-28,1,15,2.0,3.0,1.0,0.6666666666666666,1.2029684313203866,0.9775251471830632,3
rTejzOaV,2834536,SUBTITLE,VIDEO,STANDARD,pt-BR,en,cs,51.7,2022-07-13,2022-07-19,2022-07-23,1,15,5.0,4.0,0.0,1.25,1.1939393939393939,0.8822991015213915,1
jlJIdjCC,2163586,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,30.8,2022-07-19,2022-07-20,2022-07-21,1,15,2.0,3.0,1.0,0.6666666666666666,1.2029684313203866,0.9775251471830632,3
tqwMHAVy,2101899,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,pl,en,33.5,2022-07-19,2022-07-20,2022-07-20,1,15,2.0,3.0,1.0,0.6666666666666666,1.6080309901738472,1.6393294703078867,3
gyQboRUZ,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.8,2022-07-19,2022-07-20,2022-07-20,1,15,2.0,2.0,1.0,1.0,1.6374865156418552,1.7650901624444286,3
QMkGDopA,2817777,SUBTITLE,VIDEO,STANDARD,en,en,hu,34.8,2022-07-16,2022-07-20,2022-07-21,1,15,3.0,3.0,1.0,1.0,2.0464979352174475,2.032637398469864,3
aQvdYawU,2361260,SUBTITLE,VIDEO,STANDARD,en,en,pl,36.3,2022-07-12,2022-07-20,2022-07-22,1,15,7.0,3.0,0.0,2.3333333333333335,1.7965584194941995,2.058510733389144,1
JtSKDmeP,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,ko,23.8,2022-07-18,2022-07-20,2022-07-20,1,15,3.0,2.0,0.0,1.5,1.3701187701187703,0.805742849569475,1
OvPIEfiz,2013162,SUBTITLE,VIDEO,STANDARD,pl,en,ro,33.4,2022-07-18,2022-07-20,2022-07-20,1,15,3.0,3.0,1.0,1.0,1.4550438596491226,1.8185640540418513,3
LgFCuWkD,2553837,SUBTITLE,VIDEO,STANDARD,fi,en,fil,49.6,2022-07-18,2022-07-20,2022-07-21,1,15,3.0,4.0,1.0,0.75,1.0416666666666667,0.5232681184722837,3
XXroSMSu,2401559,SUBTITLE,VIDEO,STANDARD,en,en,pl,19.8,2022-07-19,2022-07-20,2022-07-21,1,15,2.0,2.0,1.0,1.0,1.7965584194941995,2.058510733389144,3
OvPIEfiz,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,ro,23.8,2022-07-20,2022-07-20,2022-07-20,1,15,1.0,2.0,1.0,0.5,1.2022458628841608,1.5153792153892207,3
xvwExbGG,2013162,SUBTITLE,VIDEO,STANDARD,pl,en,hr,33.4,2022-07-19,2022-07-20,2022-07-20,1,15,2.0,3.0,1.0,0.6666666666666666,2.177083333333333,1.5592393590376115,3
XXroSMSu,2126224,SUBTITLE,VIDEO,STANDARD,en,en,pl,20.5,2022-07-20,2022-07-20,2022-07-21,1,15,1.0,2.0,1.0,0.5,1.7965584194941995,2.058510733389144,3
OqfMWaXG,2340879,SUBTITLE,VIDEO,STANDARD,en,en,fil,127.3,2022-07-18,2022-07-20,2022-07-20,1,15,3.0,9.0,1.0,0.3333333333333333,1.884097328136474,3.297899089558319,3
UGRzoAmH,2013162,SUBTITLE,VIDEO,STANDARD,pl,en,ko,33.4,2022-07-17,2022-07-20,2022-07-20,1,15,3.0,3.0,1.0,1.0,2.2973057644110275,2.421103678051132,3
bYbYtVeZ,2553837,SUBTITLE,VIDEO,STANDARD,fi,en,ru,49.6,2022-07-19,2022-07-20,2022-07-21,1,15,2.0,4.0,1.0,0.5,1.03125,0.43629368840229943,3
XXroSMSu,2889238,SUBTITLE,VIDEO,STANDARD,en,en,pl,18.9,2022-07-18,2022-07-20,2022-07-21,1,15,3.0,2.0,0.0,1.5,1.7965584194941995,2.058510733389144,2
AhwfYNkO,2756125,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.5,2022-07-17,2022-07-20,2022-09-01,1,15,3.0,2.0,0.0,1.5,1.6374865156418552,1.7650901624444286,2
gLAqQjbB,2795814,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,44.4,2022-07-18,2022-07-20,2022-07-28,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
WqIHiVej,2088936,SUBTITLE,VIDEO,STANDARD,en,en,cs,114.0,2022-07-17,2022-07-20,2022-07-20,1,15,3.0,8.0,1.0,0.375,1.400359195402299,1.1794316330361703,3
shNfpPiW,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,ms,23.8,2022-07-17,2022-07-20,2022-07-20,1,15,3.0,2.0,0.0,1.5,1.8153039832285114,1.759024402812213,2
OqDYtmgW,2559934,SUBTITLE,VIDEO,STANDARD,pt-BR,en,ko,50.2,2022-07-08,2022-07-20,2022-07-20,1,15,9.0,4.0,0.0,2.25,2.6674347158218126,2.907343335592071,2
OdlKnZTK,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,ru,23.8,2022-07-15,2022-07-20,2022-07-20,1,15,4.0,2.0,0.0,2.0,1.324614197530864,0.7237919779361446,0
kWsEMjui,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,23.8,2022-07-15,2022-07-20,2022-07-20,1,15,4.0,2.0,0.0,2.0,1.8258169934640522,1.5734854972942112,1
YYxmVxgp,2171492,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,43.9,2022-07-20,2022-07-20,2022-08-30,1,15,1.0,3.0,1.0,0.3333333333333333,2.787243337702053,3.734670278034749,3
lGeUhZdP,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,nb,23.8,2022-07-16,2022-07-20,2022-07-20,1,15,3.0,2.0,0.0,1.5,1.3702020202020202,0.6746740778682637,1
JbYyjPEy,2187295,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,60.3,2022-07-08,2022-07-20,2022-07-20,1,15,9.0,5.0,0.0,1.8,1.9431880108991826,1.3337256109983475,2
qMQLGnDr,2338476,SUBTITLE,VIDEO,STANDARD,en,en,ko,22.0,2022-07-20,2022-07-20,2022-07-21,1,15,1.0,2.0,1.0,0.5,1.8356049332611832,1.6860886686891248,3
aQvdYawU,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,pl,23.8,2022-07-15,2022-07-20,2022-07-20,1,15,4.0,2.0,0.0,2.0,3.6209531866892273,3.2388545328457012,2
zSmGHLXJ,2725719,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,32.0,2022-07-16,2022-07-20,2022-07-20,1,15,3.0,3.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
qpZIHMRF,2985316,SUBTITLE,VIDEO,STANDARD,ko,en,en,68.8,2022-07-15,2022-07-20,2022-07-21,1,15,4.0,5.0,1.0,0.8,1.0106060606060607,0.5549965769046251,3
cPxOzYJc,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,hr,23.8,2022-07-18,2022-07-20,2022-07-20,1,15,3.0,2.0,0.0,1.5,1.1896164021164022,0.4423156680496632,0
ugYJTcnG,2154148,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,23.5,2022-07-16,2022-07-20,2022-07-22,1,15,3.0,2.0,0.0,1.5,1.2029684313203866,0.9775251471830632,1
stqSGucd,2590614,SUBTITLE,VIDEO,STANDARD,fi,en,zh-Hans,43.9,2022-07-13,2022-07-20,2022-07-21,1,15,6.0,3.0,0.0,2.0,3.541666666666667,2.9834197912452165,2
uvqzhEpO,2747526,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,91.4,2022-07-13,2022-07-20,2022-07-21,1,15,6.0,7.0,1.0,0.8571428571428571,1.9431880108991826,1.3337256109983475,3
DJwNwRPE,2697817,SUBTITLE,VIDEO,STANDARD,ja,en,cs,23.8,2022-07-18,2022-07-20,2022-07-20,1,15,3.0,2.0,0.0,1.5,1.050960219478738,0.639303482703242,0
xvwExbGG,2673606,SUBTITLE,VIDEO,STANDARD,es-ES,en,hr,33.3,2022-07-15,2022-07-20,2022-07-21,1,15,4.0,3.0,0.0,1.3333333333333333,1.2254901960784312,1.0336208881997673,1
QMkGDopA,2962862,SUBTITLE,VIDEO,STANDARD,ko,en,hu,40.0,2022-06-28,2022-07-20,2022-07-22,1,15,17.0,3.0,0.0,5.666666666666667,2.4715579710144926,1.8703440761612151,0
XjkXeqMe,2142630,SUBTITLE,VIDEO,STANDARD,en,en,hu,43.0,2022-07-18,2022-07-20,2022-07-21,1,15,3.0,3.0,1.0,1.0,2.0464979352174475,2.032637398469864,3
cKwUpGHt,2443022,SUBTITLE,VIDEO,STANDARD,en,en,fil,43.8,2022-07-13,2022-07-20,2022-07-20,1,15,6.0,3.0,0.0,2.0,1.884097328136474,3.297899089558319,1
FvyukPVO,2138864,SUBTITLE,VIDEO,STANDARD,en,en,hr,35.9,2022-07-19,2022-07-21,2022-07-22,1,15,3.0,3.0,1.0,1.0,1.9606532356532358,2.555262847052159,3
RLWmuVGf,2163586,SUBTITLE,VIDEO,STANDARD,en,en,uk,30.8,2022-07-18,2022-07-21,2022-07-21,1,15,4.0,3.0,0.0,1.3333333333333333,1.8420787545787547,1.7615285733288095,2
vBseNRfx,2814159,SUBTITLE,VIDEO,STANDARD,ko,en,fil,69.1,2022-07-18,2022-07-21,2022-08-01,1,15,4.0,5.0,1.0,0.8,1.9150485769020253,2.05808461208629,3
FvyukPVO,2794094,SUBTITLE,VIDEO,STANDARD,en,en,hr,35.3,2022-07-21,2022-07-21,2022-07-26,1,15,1.0,3.0,1.0,0.3333333333333333,1.9606532356532358,2.555262847052159,3
rTejzOaV,2943320,SUBTITLE,VIDEO,STANDARD,es,en,cs,33.6,2022-07-19,2022-07-21,2022-07-21,1,15,3.0,3.0,1.0,1.0,0.9554396290351347,0.6470912965287233,3
Izwbbzsy,2767977,SUBTITLE,VIDEO,STANDARD,en,en,cs,32.8,2022-07-19,2022-07-21,2022-07-22,1,15,3.0,3.0,1.0,1.0,1.400359195402299,1.1794316330361703,3
GwfGCegw,2590614,SUBTITLE,VIDEO,STANDARD,fi,en,pl,43.9,2022-07-18,2022-07-21,2022-07-26,1,15,4.0,3.0,0.0,1.3333333333333333,1.1145833333333333,0.5174293525889645,1
DJwNwRPE,2954858,SUBTITLE,VIDEO,STANDARD,es,en,cs,46.4,2022-07-20,2022-07-21,2022-07-21,1,15,2.0,4.0,1.0,0.5,0.9554396290351347,0.6470912965287233,3
sBXuTfPL,2795814,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,44.4,2022-07-15,2022-07-21,2022-07-28,1,15,5.0,3.0,0.0,1.6666666666666667,1.9590636868244231,1.241711390057624,2
kXxkMjxx,2232223,SUBTITLE,VIDEO,STANDARD,en,en,cs,59.6,2022-07-09,2022-07-21,2022-07-23,1,15,9.0,4.0,0.0,2.25,1.400359195402299,1.1794316330361703,0
jlJIdjCC,2162364,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,27.6,2022-07-20,2022-07-21,2022-07-22,1,15,2.0,2.0,1.0,1.0,1.5324546485260773,0.9238337348625468,3
FvyukPVO,2614524,SUBTITLE,VIDEO,STANDARD,en,en,hr,45.9,2022-07-20,2022-07-21,2022-07-25,1,15,2.0,4.0,1.0,0.5,1.9606532356532358,2.555262847052159,3
jlJIdjCC,2407244,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,52.8,2022-07-16,2022-07-21,2022-07-21,1,15,4.0,4.0,1.0,1.0,0.8449354317998385,0.34378484925748354,3
jlJIdjCC,2230542,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,15.7,2022-07-20,2022-07-21,2022-07-21,1,15,2.0,2.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
fekeihwI,2138864,SUBTITLE,VIDEO,STANDARD,en,en,cs,35.9,2022-07-19,2022-07-21,2022-07-22,1,15,3.0,3.0,1.0,1.0,1.400359195402299,1.1794316330361703,3
jlJIdjCC,2013162,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,33.4,2022-07-20,2022-07-21,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,1.5324546485260773,0.9238337348625468,3
DqpldMeq,2082707,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,31.4,2022-07-19,2022-07-21,2022-07-22,1,15,3.0,3.0,1.0,1.0,1.9906890130353816,1.4217774796421674,3
jkvRHhcT,2123204,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ko,en,en,70.6,2022-07-10,2022-07-21,2022-07-21,1,15,9.0,5.0,0.0,1.8,4.116247484909457,3.283226444631295,2
lGeUhZdP,2553837,SUBTITLE,VIDEO,STANDARD,fi,en,nb,49.6,2022-07-13,2022-07-21,2022-07-21,1,15,7.0,4.0,0.0,1.75,1.5729166666666667,0.6049358814245692,1
kWsEMjui,2600452,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,23.8,2022-07-12,2022-07-21,2022-07-21,1,15,8.0,2.0,0.0,4.0,1.8258169934640522,1.5734854972942112,0
gLAqQjbB,2914328,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,47.9,2022-07-18,2022-07-21,2022-07-28,1,15,4.0,4.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
jlJIdjCC,2973282,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,14.2,2022-07-21,2022-07-21,2022-07-22,1,15,1.0,1.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
lOdabGDe,2794397,SUBTITLE,VIDEO,STANDARD,tr,en,ms,51.8,2022-07-15,2022-07-21,2022-07-21,1,15,5.0,4.0,0.0,1.25,0.84375,0.42542870534712784,0
TmDKuLoa,2138864,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,35.9,2022-07-18,2022-07-21,2022-07-22,1,15,4.0,3.0,0.0,1.3333333333333333,1.2029684313203866,0.9775251471830632,1
eXCnebMW,2535809,SUBTITLE,VIDEO,STANDARD,ko,en,pt-BR,62.9,2022-07-20,2022-07-21,2022-07-25,1,15,2.0,5.0,1.0,0.4,0.9980496453900709,0.47733412263477876,3
ksFabyrA,2138864,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,35.9,2022-07-16,2022-07-21,2022-07-22,1,15,4.0,3.0,0.0,1.3333333333333333,1.9906890130353816,1.4217774796421674,2
xvwExbGG,2666110,SUBTITLE,VIDEO,STANDARD,pl,en,hr,32.3,2022-07-20,2022-07-21,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,2.177083333333333,1.5592393590376115,3
ugYJTcnG,2767977,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,32.8,2022-07-19,2022-07-21,2022-07-22,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
TnXiZqCl,2024819,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,63.0,2022-07-18,2022-07-21,2022-07-21,1,15,4.0,5.0,1.0,0.8,0.854029029029029,0.7210903853322176,3
stqSGucd,2553837,SUBTITLE,VIDEO,STANDARD,fi,en,zh-Hans,49.6,2022-07-14,2022-07-21,2022-07-21,1,15,6.0,4.0,0.0,1.5,3.541666666666667,2.9834197912452165,2
ZMZMQSnv,2783484,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,22.3,2022-07-21,2022-07-21,2022-07-21,1,15,1.0,2.0,1.0,0.5,1.2029684313203866,0.9775251471830632,3
eqHSVUAe,2773489,SUBTITLE,VIDEO,STANDARD,ko,en,fil,47.2,2022-07-20,2022-07-21,2022-07-22,1,15,2.0,4.0,1.0,0.5,1.9150485769020253,2.05808461208629,3
ugYJTcnG,2811831,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,22.0,2022-07-19,2022-07-21,2022-07-25,1,15,3.0,2.0,0.0,1.5,1.2029684313203866,0.9775251471830632,1
vSBbwlEb,2495470,SUBTITLE,VIDEO,STANDARD,en,en,it,46.9,2022-06-30,2022-07-21,2022-07-21,1,15,16.0,4.0,0.0,4.0,2.271926229508197,3.7968819838933694,1
QMkGDopA,2773489,SUBTITLE,VIDEO,STANDARD,ko,en,hu,47.2,2022-07-01,2022-07-21,2022-07-22,1,15,15.0,4.0,0.0,3.75,2.4715579710144926,1.8703440761612151,0
sBXuTfPL,2953568,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,43.9,2022-07-14,2022-07-21,2022-07-28,1,15,6.0,3.0,0.0,2.0,1.9590636868244231,1.241711390057624,1
kWsEMjui,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,23.8,2022-07-20,2022-07-22,2022-07-22,1,15,3.0,2.0,0.0,1.5,1.8258169934640522,1.5734854972942112,2
QMkGDopA,2983313,SUBTITLE,VIDEO,STANDARD,ko,en,hu,44.3,2022-06-30,2022-07-22,2022-07-22,1,15,17.0,3.0,0.0,5.666666666666667,2.4715579710144926,1.8703440761612151,0
ZOjrxrCS,2869174,SUBTITLE,VIDEO,STANDARD,en,en,ro,63.2,2022-06-16,2022-07-22,2022-07-23,1,15,27.0,5.0,0.0,5.4,1.0750230712440014,0.8539007709276447,0
aIGNspiD,2712375,SUBTITLE,VIDEO,STANDARD,en,en,fi,53.5,2022-07-22,2022-07-22,2022-07-22,1,15,1.0,4.0,1.0,0.25,1.3648308856252782,1.3191555375756507,3
gyQboRUZ,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,uk,23.8,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,2.0,1.0,1.0,1.6374865156418552,1.7650901624444286,3
QMkGDopA,2916734,SUBTITLE,VIDEO,STANDARD,ko,en,hu,46.1,2022-06-29,2022-07-22,2022-07-22,1,15,18.0,4.0,0.0,4.5,2.4715579710144926,1.8703440761612151,0
ZOjrxrCS,2232223,SUBTITLE,VIDEO,STANDARD,en,en,ro,59.6,2022-06-24,2022-07-22,2022-07-23,1,15,21.0,4.0,0.0,5.25,1.0750230712440014,0.8539007709276447,0
aIGNspiD,2855333,SUBTITLE,VIDEO,STANDARD,en,en,fi,51.3,2022-07-19,2022-07-22,2022-07-22,1,15,4.0,4.0,1.0,1.0,1.3648308856252782,1.3191555375756507,3
aIGNspiD,2142630,SUBTITLE,VIDEO,STANDARD,en,en,fi,43.0,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,1.3648308856252782,1.3191555375756507,3
FvyukPVO,2671908,SUBTITLE,VIDEO,STANDARD,en,en,hr,45.0,2022-07-21,2022-07-22,2022-07-25,1,15,2.0,3.0,1.0,0.6666666666666666,1.9606532356532358,2.555262847052159,3
JbYyjPEy,2885955,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,42.7,2022-07-20,2022-07-22,2022-07-23,1,15,3.0,3.0,1.0,1.0,1.9431880108991826,1.3337256109983475,3
zSmGHLXJ,2553754,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,44.3,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,1.9431880108991826,1.3337256109983475,3
aQvdYawU,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,pl,23.8,2022-07-19,2022-07-22,2022-07-22,1,15,4.0,2.0,0.0,2.0,3.6209531866892273,3.2388545328457012,2
cPxOzYJc,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,hr,23.8,2022-07-20,2022-07-22,2022-07-22,1,15,3.0,2.0,0.0,1.5,1.1896164021164022,0.4423156680496632,0
qiVZjYRH,2232223,SUBTITLE,VIDEO,STANDARD,en,en,pl,59.6,2022-07-19,2022-07-22,2022-07-23,1,15,4.0,4.0,1.0,1.0,1.7965584194941995,2.058510733389144,3
shNfpPiW,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,ms,23.8,2022-07-20,2022-07-22,2022-07-22,1,15,3.0,2.0,0.0,1.5,1.8153039832285114,1.759024402812213,2
ptiiBBqx,2869174,SUBTITLE,VIDEO,STANDARD,en,en,es,63.2,2022-06-14,2022-07-22,2022-07-23,1,15,29.0,5.0,0.0,5.8,1.6385176651305684,1.0525200362550624,0
qiVZjYRH,2869174,SUBTITLE,VIDEO,STANDARD,en,en,pl,63.2,2022-06-14,2022-07-22,2022-07-23,1,15,29.0,5.0,0.0,5.8,1.7965584194941995,2.058510733389144,0
OdlKnZTK,2869174,SUBTITLE,VIDEO,STANDARD,en,en,ru,63.2,2022-06-09,2022-07-22,2022-07-23,1,15,32.0,5.0,0.0,6.4,1.9172222222222222,1.753609216400431,0
ptiiBBqx,2232223,SUBTITLE,VIDEO,STANDARD,en,en,es,59.6,2022-07-14,2022-07-22,2022-07-23,1,15,7.0,4.0,0.0,1.75,1.6385176651305684,1.0525200362550624,1
shNfpPiW,2869174,SUBTITLE,VIDEO,STANDARD,en,en,ms,63.2,2022-06-21,2022-07-22,2022-07-23,1,15,24.0,5.0,0.0,4.8,1.6012297453703705,1.0085205152013363,0
OvPIEfiz,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,ro,23.8,2022-07-22,2022-07-22,2022-07-22,1,15,1.0,2.0,1.0,0.5,1.2022458628841608,1.5153792153892207,3
wkPbGvUr,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,hu,23.8,2022-07-19,2022-07-22,2022-07-22,1,15,4.0,2.0,0.0,2.0,2.2998692810457517,2.1013361445400687,2
OdlKnZTK,2232223,SUBTITLE,VIDEO,STANDARD,en,en,ru,59.6,2022-06-25,2022-07-22,2022-07-23,1,15,20.0,4.0,0.0,5.0,1.9172222222222222,1.753609216400431,0
OdOfgsyS,2644881,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,78.3,2022-07-11,2022-07-22,2022-07-22,1,30,10.0,3.0,0.0,3.3333333333333335,2.996292585170341,3.718679129654956,1
shNfpPiW,2232223,SUBTITLE,VIDEO,STANDARD,en,en,ms,59.6,2022-07-08,2022-07-22,2022-07-23,1,15,11.0,4.0,0.0,2.75,1.6012297453703705,1.0085205152013363,0
OvPIEfiz,2666110,SUBTITLE,VIDEO,STANDARD,pl,en,ro,32.3,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,1.4550438596491226,1.8185640540418513,3
JtSKDmeP,2494141,SUBTITLE,VIDEO,STANDARD,ja,en,ko,23.8,2022-07-20,2022-07-22,2022-07-22,1,15,3.0,2.0,0.0,1.5,1.3701187701187703,0.805742849569475,1
FLhXgIpH,2761986,SUBTITLE,VIDEO,STANDARD,ko,en,ro,77.5,2022-07-07,2022-07-22,2022-07-22,1,15,12.0,6.0,0.0,2.0,0.7973333333333333,0.5309719860783618,0
cWKUNqZu,2869174,SUBTITLE,VIDEO,STANDARD,en,en,uk,63.2,2022-06-10,2022-07-22,2022-07-23,1,15,31.0,5.0,0.0,6.2,1.8420787545787547,1.7615285733288095,0
tqwMHAVy,2497198,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pl,pl,en,30.9,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,1.6080309901738472,1.6393294703078867,3
xvwExbGG,2232223,SUBTITLE,VIDEO,STANDARD,en,en,hr,59.6,2022-07-21,2022-07-22,2022-07-23,1,15,2.0,4.0,1.0,0.5,1.9606532356532358,2.555262847052159,3
cWKUNqZu,2232223,SUBTITLE,VIDEO,STANDARD,en,en,uk,59.6,2022-06-25,2022-07-22,2022-07-23,1,15,20.0,4.0,0.0,5.0,1.8420787545787547,1.7615285733288095,0
ZMZMQSnv,2598840,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,46.0,2022-07-19,2022-07-22,2022-07-22,1,15,4.0,4.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
xvwExbGG,2869174,SUBTITLE,VIDEO,STANDARD,en,en,hr,63.2,2022-07-20,2022-07-22,2022-07-23,1,15,3.0,5.0,1.0,0.6,1.9606532356532358,2.555262847052159,3
fAokfuJJ,2800561,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,de,en-GB,54.0,2022-07-19,2022-07-22,2022-07-25,1,15,4.0,4.0,1.0,1.0,0.6875,0.37500000000000006,3
UGRzoAmH,2666110,SUBTITLE,VIDEO,STANDARD,pl,en,ko,32.3,2022-07-21,2022-07-22,2022-07-22,1,15,2.0,3.0,1.0,0.6666666666666666,2.2973057644110275,2.421103678051132,3
