author_anonymous,package_id_new,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time_current,expected_daily_output,num_days_spent,expected_TAT,on_time_actual,tat_coef,tat_coef_comp,tat_coef_std,deliver_score
ZMZMQSnv,2648332,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,39.4,2023-04-21,2023-04-28,2023-04-28,1,15,6.0,3.0,0.0,2.0,1.1098484848484849,0.7156537524601498,0
bYbYtVeZ,2666765,SUBTITLE,VIDEO,STANDARD,it,en,ru,46.5,2023-04-21,2023-04-28,2023-04-28,1,15,6.0,4.0,0.0,1.5,1.7727272727272727,1.1885395502995526,2
NJRfNDbm,2648332,SUBTITLE,VIDEO,STANDARD,it,en,ro,39.4,2023-04-17,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,1.1911764705882353,1.1295297332521412,0
bYbYtVeZ,2648332,SUBTITLE,VIDEO,STANDARD,it,en,ru,39.4,2023-04-17,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,1.7727272727272727,1.1885395502995526,0
ZMZMQSnv,2666765,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,46.5,2023-04-24,2023-04-28,2023-04-28,1,15,5.0,4.0,0.0,1.25,1.1098484848484849,0.7156537524601498,1
bYbYtVeZ,2632400,SUBTITLE,VIDEO,STANDARD,it,en,ru,43.8,2023-04-16,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,1.7727272727272727,1.1885395502995526,0
NJRfNDbm,2666765,SUBTITLE,VIDEO,STANDARD,it,en,ro,46.5,2023-04-21,2023-04-28,2023-04-28,1,15,6.0,4.0,0.0,1.5,1.1911764705882353,1.1295297332521412,1
XOSLfDyG,2632400,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,43.8,2023-04-15,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,1.4818840579710146,0.9367485276893894,0
ZMZMQSnv,2632400,SUBTITLE,VIDEO,STANDARD,it,en,zh-Hans,43.8,2023-04-14,2023-04-28,2023-04-28,1,15,11.0,3.0,0.0,3.6666666666666665,1.1098484848484849,0.7156537524601498,0
CEbiAwLU,2473843,SUBTITLE,VIDEO,STANDARD,en,en,de,42.0,2023-04-05,2023-04-28,2023-05-02,1,15,18.0,3.0,0.0,6.0,2.7426737451737453,3.0846860659677833,0
XOSLfDyG,2648332,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,39.4,2023-04-19,2023-04-28,2023-04-28,1,15,8.0,3.0,0.0,2.6666666666666665,1.4818840579710146,0.9367485276893894,0
SXHDCDIe,2211953,SUBTITLE,VIDEO,STANDARD,en,en,fil,27.5,2023-04-25,2023-04-28,2023-04-28,1,15,4.0,2.0,0.0,2.0,1.884097328136474,3.297899089558319,1
jlJIdjCC,2164499,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,44.9,2023-04-25,2023-04-28,2023-04-28,1,15,4.0,3.0,0.0,1.3333333333333333,1.2029684313203866,0.9775251471830632,1
CEbiAwLU,2639881,SUBTITLE,VIDEO,STANDARD,en,en,de,42.3,2023-03-26,2023-04-28,2023-05-02,1,15,25.0,3.0,0.0,8.333333333333334,2.7426737451737453,3.0846860659677833,0
XOSLfDyG,2666765,SUBTITLE,VIDEO,STANDARD,it,en,pt-BR,46.5,2023-04-23,2023-04-28,2023-04-28,1,15,5.0,4.0,0.0,1.25,1.4818840579710146,0.9367485276893894,2
uvqzhEpO,2593819,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,16.9,2023-04-28,2023-04-28,2023-04-28,1,30,1.0,1.0,1.0,1.0,2.996292585170341,3.718679129654956,3
CEbiAwLU,2500359,SUBTITLE,VIDEO,STANDARD,en,en,de,42.3,2023-03-23,2023-04-28,2023-05-02,1,15,27.0,3.0,0.0,9.0,2.7426737451737453,3.0846860659677833,0
OggFhoYv,2648332,SUBTITLE,VIDEO,STANDARD,it,en,pl,39.4,2023-04-23,2023-04-28,2023-04-28,1,15,5.0,3.0,0.0,1.6666666666666667,1.3333333333333333,0.6593346814950828,0
OggFhoYv,2666765,SUBTITLE,VIDEO,STANDARD,it,en,pl,46.5,2023-04-26,2023-04-28,2023-04-28,1,15,3.0,4.0,1.0,0.75,1.3333333333333333,0.6593346814950828,3
OggFhoYv,2632400,SUBTITLE,VIDEO,STANDARD,it,en,pl,43.8,2023-04-19,2023-04-28,2023-04-28,1,15,8.0,3.0,0.0,2.6666666666666665,1.3333333333333333,0.6593346814950828,0
JturAOIE,2587029,SUBTITLE,VIDEO,STANDARD,en,en,sv,44.2,2023-04-14,2023-04-28,2023-04-29,1,15,11.0,3.0,0.0,3.6666666666666665,2.0712083677401596,1.5605845008245172,0
TtkoCbBq,2453085,SUBTITLE,VIDEO,STANDARD,ja,en,hu,52.4,2023-04-22,2023-04-28,2023-06-01,1,15,5.0,4.0,0.0,1.25,2.2998692810457517,2.1013361445400687,2
TnXiZqCl,2552250,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,46.1,2023-04-25,2023-04-28,2023-04-28,1,15,4.0,4.0,1.0,1.0,0.854029029029029,0.7210903853322176,3
TtkoCbBq,2760071,SUBTITLE,VIDEO,STANDARD,ja,en,hu,49.2,2023-04-19,2023-04-28,2023-06-01,1,15,8.0,4.0,0.0,2.0,2.2998692810457517,2.1013361445400687,2
cuWJkglL,2164499,SUBTITLE,VIDEO,STANDARD,en,en,ko,44.9,2023-04-25,2023-04-28,2023-04-28,1,15,4.0,3.0,0.0,1.3333333333333333,1.8356049332611832,1.6860886686891248,2
TtkoCbBq,2459091,SUBTITLE,VIDEO,STANDARD,ja,en,hu,40.3,2023-04-13,2023-04-28,2023-06-01,1,15,12.0,3.0,0.0,4.0,2.2998692810457517,2.1013361445400687,0
MOSpoJbG,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,it,44.1,2023-04-27,2023-04-28,2023-05-02,1,15,2.0,3.0,1.0,0.6666666666666666,2.955322455322455,3.594844660783225,3
TtkoCbBq,2376681,SUBTITLE,VIDEO,STANDARD,ja,en,hu,54.2,2023-04-11,2023-04-28,2023-06-01,1,15,14.0,4.0,0.0,3.5,2.2998692810457517,2.1013361445400687,0
kXxkMjxx,2666765,SUBTITLE,VIDEO,STANDARD,it,en,cs,46.5,2023-04-24,2023-04-28,2023-04-28,1,15,5.0,4.0,0.0,1.25,1.3726851851851851,0.9352475361556734,2
FUKQKomw,2632400,SUBTITLE,VIDEO,STANDARD,it,en,hr,43.8,2023-04-16,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,1.0763888888888888,0.7861316340969533,0
FUKQKomw,2648332,SUBTITLE,VIDEO,STANDARD,it,en,hr,39.4,2023-04-26,2023-04-28,2023-04-28,1,15,3.0,3.0,1.0,1.0,1.0763888888888888,0.7861316340969533,3
cyoAzwyX,2050998,SUBTITLE,VIDEO,STANDARD,ja,en,hu,67.4,2023-04-20,2023-04-28,2023-05-01,1,15,7.0,5.0,0.0,1.4,2.2998692810457517,2.1013361445400687,2
FUKQKomw,2666765,SUBTITLE,VIDEO,STANDARD,it,en,hr,46.5,2023-04-27,2023-04-28,2023-04-28,1,15,2.0,4.0,1.0,0.5,1.0763888888888888,0.7861316340969533,3
lGeUhZdP,2648332,SUBTITLE,VIDEO,STANDARD,it,en,nb,39.4,2023-04-17,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,2.805555555555556,0.9141379262169076,0
ZLhHsTKq,2533085,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,50.7,2023-04-26,2023-04-28,2023-04-29,1,30,3.0,2.0,0.0,1.5,2.996292585170341,3.718679129654956,2
lGeUhZdP,2632400,SUBTITLE,VIDEO,STANDARD,it,en,nb,43.8,2023-04-15,2023-04-28,2023-04-28,1,15,10.0,3.0,0.0,3.3333333333333335,2.805555555555556,0.9141379262169076,0
NrQfFlBj,2979426,SUBTITLE,VIDEO,STANDARD,zh,en,fil,18.7,2023-04-27,2023-04-29,2023-04-29,1,15,2.0,2.0,1.0,1.0,1.8035714285714286,0.9182012238038882,3
CEbiAwLU,2984769,SUBTITLE,VIDEO,STANDARD,en,en,de,42.7,2023-04-05,2023-04-29,2023-05-02,1,15,18.0,3.0,0.0,6.0,2.7426737451737453,3.0846860659677833,0
vCXipeUH,2394630,SUBTITLE,VIDEO,STANDARD,es-ES,en,fi,55.5,2023-04-25,2023-04-29,2023-05-01,1,15,4.0,4.0,1.0,1.0,0.8984848484848484,0.35788379130774844,3
fblfuKOi,2587029,SUBTITLE,VIDEO,STANDARD,en,en,fil,44.2,2023-04-18,2023-04-29,2023-04-30,1,15,9.0,3.0,0.0,3.0,1.884097328136474,3.297899089558319,1
CEbiAwLU,2841499,SUBTITLE,VIDEO,STANDARD,en,en,de,41.0,2023-04-15,2023-04-29,2023-05-02,1,15,10.0,3.0,0.0,3.3333333333333335,2.7426737451737453,3.0846860659677833,1
vCXipeUH,2662333,SUBTITLE,VIDEO,STANDARD,en,en,fi,31.5,2023-04-25,2023-04-29,2023-05-01,1,15,4.0,3.0,0.0,1.3333333333333333,1.3648308856252782,1.3191555375756507,2
pcQuLXgx,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,ro,44.1,2023-04-27,2023-04-30,2023-05-02,1,15,2.0,3.0,1.0,0.6666666666666666,1.2022458628841608,1.5153792153892207,3
gLAqQjbB,2394630,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,55.5,2023-04-27,2023-04-30,2023-05-01,1,15,2.0,4.0,1.0,0.5,1.009589947089947,0.3832436351349258,3
lGujQLfI,2168565,CLOSED_CAPTIONING,VIDEO,STANDARD,fr,en,en,46.0,2023-04-28,2023-04-30,2023-05-01,1,15,1.0,4.0,1.0,0.25,0.9531746031746031,0.3896089866897942,3
CEbiAwLU,2864642,SUBTITLE,VIDEO,STANDARD,en,en,de,40.3,2023-04-18,2023-04-30,2023-05-02,1,15,9.0,3.0,0.0,3.0,2.7426737451737453,3.0846860659677833,1
KzIwlwnp,2825319,SUBTITLE,VIDEO,STANDARD,en,en,ru,20.0,2023-04-30,2023-04-30,2023-05-01,1,15,0.0,2.0,1.0,0.0,1.9172222222222222,1.753609216400431,3
pANSeWHo,2724882,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,48.6,2023-04-21,2023-04-30,2023-05-04,1,15,6.0,4.0,0.0,1.5,1.3043040293040293,1.220657794346273,1
aQvdYawU,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,pl,44.1,2023-04-26,2023-04-30,2023-05-02,1,15,3.0,3.0,1.0,1.0,3.6209531866892273,3.2388545328457012,3
KzIwlwnp,2301409,SUBTITLE,VIDEO,STANDARD,en,en,ru,19.8,2023-04-27,2023-04-30,2023-05-01,1,15,2.0,2.0,1.0,1.0,1.9172222222222222,1.753609216400431,3
pANSeWHo,2072708,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,47.4,2023-04-28,2023-04-30,2023-05-04,1,15,1.0,4.0,1.0,0.25,1.3043040293040293,1.220657794346273,3
aQvdYawU,2135716,SUBTITLE,VIDEO,STANDARD,ja,en,pl,47.7,2023-04-28,2023-04-30,2023-05-05,1,15,1.0,4.0,1.0,0.25,3.6209531866892273,3.2388545328457012,3
nkxLdxON,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,fil,44.1,2023-04-30,2023-04-30,2023-05-02,1,15,0.0,3.0,1.0,0.0,1.6143867924528301,1.901576776853138,3
MLECCkRV,2841499,SUBTITLE,VIDEO,STANDARD,en,en,nl,41.0,2023-04-19,2023-04-30,2023-05-02,1,15,8.0,3.0,0.0,2.6666666666666665,2.4528831845238095,2.2407631109911765,1
ECxIqifJ,2618095,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,29.0,2023-04-26,2023-04-30,2023-05-01,1,15,3.0,2.0,0.0,1.5,1.9431880108991826,1.3337256109983475,2
OgoCLgVG,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,uk,44.1,2023-04-28,2023-04-30,2023-05-02,1,15,1.0,3.0,1.0,0.3333333333333333,1.6374865156418552,1.7650901624444286,3
ECxIqifJ,2670274,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,32.8,2023-04-23,2023-04-30,2023-05-01,1,15,5.0,3.0,0.0,1.6666666666666667,1.9431880108991826,1.3337256109983475,2
MLECCkRV,2984769,SUBTITLE,VIDEO,STANDARD,en,en,nl,42.7,2023-04-12,2023-04-30,2023-05-02,1,15,13.0,3.0,0.0,4.333333333333333,2.4528831845238095,2.2407631109911765,0
Ffjjoljk,2508866,SUBTITLE,VIDEO,STANDARD,en,en,cs,50.1,2023-04-24,2023-04-30,2023-05-03,1,15,5.0,4.0,0.0,1.25,1.400359195402299,1.1794316330361703,2
UxhVzLCE,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,ru,44.1,2023-04-27,2023-04-30,2023-05-02,1,15,2.0,3.0,1.0,0.6666666666666666,1.324614197530864,0.7237919779361446,3
MLECCkRV,2473843,SUBTITLE,VIDEO,STANDARD,en,en,nl,42.0,2023-03-31,2023-04-30,2023-05-02,1,15,21.0,3.0,0.0,7.0,2.4528831845238095,2.2407631109911765,0
ZPrqyaZX,2866159,SUBTITLE,VIDEO,STANDARD,en,en,nb,12.0,2023-04-28,2023-04-30,2023-05-01,1,15,1.0,1.0,1.0,1.0,4.083000403551251,5.456081334051939,3
ZPrqyaZX,2912422,SUBTITLE,VIDEO,STANDARD,en,en,nb,12.0,2023-04-27,2023-04-30,2023-05-01,1,15,2.0,1.0,0.0,2.0,4.083000403551251,5.456081334051939,2
ZPrqyaZX,2022019,SUBTITLE,VIDEO,STANDARD,en,en,nb,12.2,2023-04-28,2023-04-30,2023-05-01,1,15,1.0,1.0,1.0,1.0,4.083000403551251,5.456081334051939,3
nkxLdxON,2774199,SUBTITLE,VIDEO,RUSH,en,en,fil,49.3,2023-04-27,2023-05-01,2023-05-01,1,30,3.0,2.0,0.0,1.5,1.7916666666666667,1.4478003077061945,2
cZzmsQEW,2320049,SUBTITLE,VIDEO,RUSH,en,en,cs,42.6,2023-04-29,2023-05-02,2023-05-02,1,30,2.0,2.0,1.0,1.0,0.90625,0.6252113169331279,3
shNfpPiW,2320049,SUBTITLE,VIDEO,RUSH,en,en,ms,42.6,2023-04-30,2023-05-02,2023-05-02,1,30,2.0,2.0,1.0,1.0,1.3333333333333333,0.5477225575051662,3
nkxLdxON,2514876,SUBTITLE,VIDEO,RUSH,en,en,fil,45.6,2023-05-02,2023-05-03,2023-05-04,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
nkxLdxON,2770259,SUBTITLE,VIDEO,RUSH,en,en,fil,49.9,2023-04-30,2023-05-03,2023-05-04,1,30,3.0,2.0,0.0,1.5,1.7916666666666667,1.4478003077061945,2
dVDXTnCC,2555231,LANGUAGE_TEMPLATE,VIDEO,RUSH,en,en,en,42.6,2023-04-28,2023-05-03,2023-05-03,1,30,4.0,2.0,0.0,2.0,2.018115942028986,1.3420667290965491,2
nkxLdxON,2412838,SUBTITLE,VIDEO,RUSH,en,en,fil,45.6,2023-05-04,2023-05-05,2023-05-06,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
cZzmsQEW,2555231,SUBTITLE,VIDEO,RUSH,en,en,cs,42.6,2023-05-04,2023-05-08,2023-05-09,1,30,3.0,2.0,0.0,1.5,0.90625,0.6252113169331279,0
shNfpPiW,2555231,SUBTITLE,VIDEO,RUSH,en,en,ms,42.6,2023-05-04,2023-05-08,2023-05-09,1,30,3.0,2.0,0.0,1.5,1.3333333333333333,0.5477225575051662,1
nkxLdxON,2036290,SUBTITLE,VIDEO,RUSH,en,en,fil,48.9,2023-05-05,2023-05-08,2023-05-09,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
lGujQLfI,2807932,CLOSED_CAPTIONING,VIDEO,RUSH,fr,en,en,43.2,2023-05-07,2023-05-10,2023-05-14,1,30,3.0,2.0,0.0,1.5,1.3,0.4472135954999579,1
nkxLdxON,2308292,SUBTITLE,VIDEO,RUSH,en,en,fil,42.8,2023-05-09,2023-05-10,2023-05-10,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
dVDXTnCC,2982176,LANGUAGE_TEMPLATE,VIDEO,RUSH,en,en,en,42.4,2023-05-06,2023-05-10,2023-05-11,1,30,3.0,2.0,0.0,1.5,2.018115942028986,1.3420667290965491,2
nkxLdxON,2806534,SUBTITLE,VIDEO,RUSH,en,en,fil,50.8,2023-05-10,2023-05-12,2023-05-13,1,30,3.0,2.0,0.0,1.5,1.7916666666666667,1.4478003077061945,2
lGujQLfI,2571005,CLOSED_CAPTIONING,VIDEO,RUSH,fr,en,en,45.4,2023-05-11,2023-05-13,2023-05-16,1,30,2.0,2.0,1.0,1.0,1.3,0.4472135954999579,3
MjErYYAM,2552349,SUBTITLE,VIDEO,RUSH,es-ES,en,ko,56.7,2023-05-11,2023-05-14,2023-05-14,1,30,2.0,2.0,1.0,1.0,1.4333333333333333,0.5962847939999439,3
fAokfuJJ,2912283,LANGUAGE_TEMPLATE,VIDEO,RUSH,de,de,en,106.2,2023-05-10,2023-05-15,2023-05-15,1,30,4.0,4.0,1.0,1.0,1.0,,3
nkxLdxON,2080329,SUBTITLE,VIDEO,RUSH,en,en,fil,49.2,2023-05-14,2023-05-15,2023-05-16,1,30,1.0,2.0,1.0,0.5,1.7916666666666667,1.4478003077061945,3
shNfpPiW,2982176,SUBTITLE,VIDEO,RUSH,en,en,ms,42.4,2023-05-14,2023-05-16,2023-05-16,1,30,2.0,2.0,1.0,1.0,1.3333333333333333,0.5477225575051662,3
MjErYYAM,2541024,SUBTITLE,VIDEO,RUSH,es-ES,en,ko,50.9,2023-05-11,2023-05-16,2023-05-16,1,30,4.0,2.0,0.0,2.0,1.4333333333333333,0.5962847939999439,0
cZzmsQEW,2982176,SUBTITLE,VIDEO,RUSH,en,en,cs,42.4,2023-05-12,2023-05-16,2023-05-16,1,30,3.0,2.0,0.0,1.5,0.90625,0.6252113169331279,0
nkxLdxON,2933353,SUBTITLE,VIDEO,RUSH,en,en,fil,52.4,2023-05-16,2023-05-17,2023-05-18,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
lGujQLfI,2506803,CLOSED_CAPTIONING,VIDEO,RUSH,fr,en,en,46.6,2023-05-14,2023-05-18,2023-05-18,1,30,4.0,2.0,0.0,2.0,1.3,0.4472135954999579,0
MjErYYAM,2981156,SUBTITLE,VIDEO,RUSH,es-ES,en,ko,50.3,2023-05-16,2023-05-18,2023-05-18,1,30,3.0,2.0,0.0,1.5,1.4333333333333333,0.5962847939999439,1
nkxLdxON,2788513,SUBTITLE,VIDEO,RUSH,en,en,fil,46.4,2023-05-17,2023-05-19,2023-05-20,1,30,3.0,2.0,0.0,1.5,1.7916666666666667,1.4478003077061945,2
MjErYYAM,2926890,SUBTITLE,VIDEO,RUSH,es-ES,en,ko,44.3,2023-05-16,2023-05-20,2023-05-20,1,30,4.0,2.0,0.0,2.0,1.4333333333333333,0.5962847939999439,0
lGujQLfI,2723136,CLOSED_CAPTIONING,VIDEO,RUSH,fr,en,en,45.3,2023-05-18,2023-05-21,2023-05-21,1,30,2.0,2.0,1.0,1.0,1.3,0.4472135954999579,3
nkxLdxON,2650316,SUBTITLE,VIDEO,RUSH,en,en,fil,46.8,2023-05-19,2023-05-22,2023-05-23,1,30,2.0,2.0,1.0,1.0,1.7916666666666667,1.4478003077061945,3
dVDXTnCC,2062293,LANGUAGE_TEMPLATE,VIDEO,RUSH,en,en,en,42.5,2023-05-19,2023-05-23,2023-05-23,1,30,3.0,2.0,0.0,1.5,2.018115942028986,1.3420667290965491,2
MjErYYAM,2480251,SUBTITLE,VIDEO,RUSH,es-ES,en,ko,66.5,2023-05-20,2023-05-23,2023-05-23,1,30,2.0,3.0,1.0,0.6666666666666666,1.4333333333333333,0.5962847939999439,3
cZzmsQEW,2062293,SUBTITLE,VIDEO,RUSH,en,en,cs,42.5,2023-05-23,2023-05-25,2023-05-25,1,30,3.0,2.0,0.0,1.5,0.90625,0.6252113169331279,0
nkxLdxON,2397936,SUBTITLE,VIDEO,RUSH,en,en,fil,50.0,2023-05-22,2023-05-25,2023-05-27,1,30,4.0,2.0,0.0,2.0,1.7916666666666667,1.4478003077061945,1
shNfpPiW,2062293,SUBTITLE,VIDEO,RUSH,en,en,ms,42.5,2023-05-24,2023-05-25,2023-05-25,1,30,2.0,2.0,1.0,1.0,1.3333333333333333,0.5477225575051662,3
RCIEvPeK,2231581,LANGUAGE_TEMPLATE,VIDEO,RUSH,pt-BR,en,en,88.2,2023-05-25,2023-05-26,2023-05-29,1,30,2.0,3.0,1.0,0.6666666666666666,0.6666666666666666,,3
dVDXTnCC,2654522,LANGUAGE_TEMPLATE,VIDEO,RUSH,en,en,en,42.6,2023-05-25,2023-05-27,2023-05-27,1,30,2.0,2.0,1.0,1.0,2.018115942028986,1.3420667290965491,3
lGeUhZdP,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,nb,44.1,2023-04-26,2023-05-01,2023-05-02,1,15,4.0,3.0,0.0,1.3333333333333333,1.3702020202020202,0.6746740778682637,2
OdlKnZTK,2656300,SUBTITLE,VIDEO,STANDARD,en,en,ru,122.1,2023-04-20,2023-05-01,2023-05-02,1,15,8.0,9.0,1.0,0.8888888888888888,1.9172222222222222,1.753609216400431,3
lGeUhZdP,2666765,SUBTITLE,VIDEO,STANDARD,it,en,nb,46.5,2023-04-21,2023-05-01,2023-05-02,1,15,7.0,4.0,0.0,1.75,2.805555555555556,0.9141379262169076,2
SXHDCDIe,2686524,SUBTITLE,VIDEO,STANDARD,en,en,fil,26.7,2023-04-28,2023-05-01,2023-05-01,1,15,2.0,2.0,1.0,1.0,1.884097328136474,3.297899089558319,3
IaPJJuzl,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,ms,44.1,2023-04-28,2023-05-01,2023-05-02,1,15,2.0,3.0,1.0,0.6666666666666666,1.8153039832285114,1.759024402812213,3
JRxZHDjc,2141732,LANGUAGE_TEMPLATE,VIDEO,STANDARD,ja,en,en,45.1,2023-04-17,2023-05-01,2023-05-02,1,15,11.0,4.0,0.0,2.75,3.0166666666666666,1.5702489207295645,2
jlJIdjCC,2364556,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,32.6,2023-04-27,2023-05-01,2023-05-01,1,15,3.0,3.0,1.0,1.0,1.2029684313203866,0.9775251471830632,3
lGujQLfI,2648332,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,39.4,2023-04-27,2023-05-01,2023-05-03,1,15,3.0,3.0,1.0,1.0,1.9099702380952381,2.6105537758429564,3
EQZDczPo,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,en,44.1,2023-04-27,2023-05-01,2023-05-02,1,15,3.0,3.0,1.0,1.0,1.1106172839506172,0.5982869557800342,3
SPcsZZvj,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,44.1,2023-04-26,2023-05-01,2023-05-02,1,15,4.0,3.0,0.0,1.3333333333333333,1.5768981481481483,1.2595167337722901,2
MLECCkRV,2412538,SUBTITLE,VIDEO,STANDARD,en,en,nl,41.5,2023-04-27,2023-05-01,2023-05-02,1,15,3.0,3.0,1.0,1.0,2.4528831845238095,2.2407631109911765,3
BOjCmGDO,2843041,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,en,de,45.4,2023-04-26,2023-05-01,2023-05-04,1,15,4.0,4.0,1.0,1.0,1.0600694444444445,0.2198938272744903,3
NJRfNDbm,2656300,SUBTITLE,VIDEO,STANDARD,en,en,ro,122.1,2023-04-20,2023-05-01,2023-05-02,1,15,8.0,9.0,1.0,0.8888888888888888,1.0750230712440014,0.8539007709276447,3
JturAOIE,2812314,SUBTITLE,VIDEO,STANDARD,ko,en,sv,50.8,2023-04-30,2023-05-01,2023-05-02,1,15,1.0,4.0,1.0,0.25,1.9725890985324948,1.7240738286843937,3
BOjCmGDO,2160496,LANGUAGE_TEMPLATE,VIDEO,STANDARD,de,en,de,47.2,2023-04-24,2023-05-01,2023-05-01,1,15,6.0,4.0,0.0,1.5,1.0600694444444445,0.2198938272744903,0
MLECCkRV,2864642,SUBTITLE,VIDEO,STANDARD,en,en,nl,40.3,2023-04-24,2023-05-01,2023-05-02,1,15,6.0,3.0,0.0,2.0,2.4528831845238095,2.2407631109911765,2
FVSZOblO,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,hr,44.1,2023-04-26,2023-05-01,2023-05-02,1,15,4.0,3.0,0.0,1.3333333333333333,1.1896164021164022,0.4423156680496632,1
sjMsyCPZ,2812314,SUBTITLE,VIDEO,STANDARD,ko,en,de,50.8,2023-04-27,2023-05-01,2023-05-02,1,15,3.0,4.0,1.0,0.75,1.208433734939759,0.9642223564454483,3
EzMcIktL,2813480,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hant,48.7,2023-04-22,2023-05-01,2023-05-02,1,15,6.0,4.0,0.0,1.5,1.6233134920634922,0.9462078583612005,2
SnOkBSsK,2869588,SUBTITLE,VIDEO,STANDARD,ja,en,ko,44.1,2023-04-28,2023-05-01,2023-05-02,1,15,2.0,3.0,1.0,0.6666666666666666,1.3701187701187703,0.805742849569475,3
lXmBYLzJ,2656300,SUBTITLE,VIDEO,STANDARD,en,en,ms,122.1,2023-04-20,2023-05-01,2023-05-02,1,15,8.0,9.0,1.0,0.8888888888888888,1.6012297453703705,1.0085205152013363,3
FfTRoGeP,2656300,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,122.1,2023-04-22,2023-05-01,2023-05-02,1,15,6.0,9.0,1.0,0.6666666666666666,1.2029684313203866,0.9775251471830632,3
CEbiAwLU,2412538,SUBTITLE,VIDEO,STANDARD,en,en,de,41.5,2023-04-22,2023-05-01,2023-05-02,1,15,6.0,3.0,0.0,2.0,2.7426737451737453,3.0846860659677833,2
sjMsyCPZ,2684723,SUBTITLE,VIDEO,STANDARD,en,en,de,103.5,2023-04-25,2023-05-01,2023-05-02,1,15,5.0,7.0,1.0,0.7142857142857143,2.7426737451737453,3.0846860659677833,3
yROSSQIA,2183240,SUBTITLE,VIDEO,STANDARD,es,en,cs,49.6,2023-04-27,2023-05-01,2023-05-02,1,15,3.0,4.0,1.0,0.75,0.9554396290351347,0.6470912965287233,3
aIGNspiD,2648332,SUBTITLE,VIDEO,STANDARD,it,en,fi,39.4,2023-04-27,2023-05-02,2023-05-02,1,15,4.0,3.0,0.0,1.3333333333333333,1.5378787878787876,1.2744081613110305,2
pANSeWHo,2105429,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,48.2,2023-04-29,2023-05-02,2023-05-04,1,15,2.0,4.0,1.0,0.5,1.3043040293040293,1.220657794346273,3
uvqzhEpO,2569927,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,47.2,2023-05-01,2023-05-02,2023-05-02,1,15,2.0,4.0,1.0,0.5,1.2931623931623932,1.0105752401488468,3
TnXiZqCl,2923956,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,63.0,2023-04-28,2023-05-02,2023-05-04,1,15,3.0,5.0,1.0,0.6,0.854029029029029,0.7210903853322176,3
cuWJkglL,2106341,SUBTITLE,VIDEO,STANDARD,en,en,ko,46.0,2023-04-28,2023-05-02,2023-05-02,1,15,3.0,4.0,1.0,0.75,1.8356049332611832,1.6860886686891248,3
